"nameWithOwner","description","tag"
"appsquickly/TyphoonSwift","Powerful dependency injection for iOS & OSX working on a pure Swift","[""swift"",""ios"",""dependency-injection"",""osx"",""injection"",""for"",""dependency"",""working"",""powerful"",""on"",""a"",""pure-swift""]"
"AlexShubin/MetronomeIdea","IOS Metronome Idea based on AVAudioEngine","[""ios"",""avaudioengine"",""idea"",""metronome"",""based"",""on""]"
"HeterPu/UITableViewForAndroid","Transform Android's ListView to IOS's  UITableView. ","[""listview"",""transform"",""to""]"
"J1ngB0/WeChatAutoReply","[iOS tweak] 针对微信自动回复功能的实现，微信版本6.2.5","[]"
"hansemannn/ti.flic","🔘 Use the IoT Flic iOS-SDK with Titanium Mobile","[""mobile"",""titanium"",""titanium-mobile"",""iot"",""ios-sdk"",""with"",""the""]"
"mnvoh/MRLabel","A user movable and resizable label view for iOS","[""ios"",""view"",""label"",""for"",""user"",""resizable"",""movable"",""a"",""and""]"
"RonnieSong/RSListView","彻底解决react-native在iOS端内存过高的问题","[]"
"udacity/ios-short-continuous-integration","This repository contains resources for Ensuring App Quality with Continuous Integration.","[""resources"",""this"",""repository"",""contains"",""app"",""quality"",""for"",""with"",""continuous""]"
"Cosmo/TinyConsole","📱💬🚦 TinyConsole is a micro-console that can help you log and display information inside an iOS application, where having a connection to a development computer is not possible.","[""ios"",""display"",""connection"",""information"",""log"",""development"",""can"",""computer"",""help"",""to"",""a"",""not"",""and"",""an""]"
"zhoushiwei/FaceBeauty-IOS","人脸美颜算法","[]"
"nunogoncalves/iOS-CreditCardForm","Small credit card form demo app","[""credit-card"",""app"",""demo"",""demo-app"",""form"",""card"",""credit"",""small""]"
"christopherhelf/iOS-Metal-HaarCascade","Viola Jones Haar-Cascade on iOS+Metal","[""on"",""viola"",""haar-cascade""]"
"roymckenzie/Go-Flashcards","Go Flashcards for iOS and WatchOS - Official repository","[""watchos"",""ios"",""repository"",""go"",""flashcards"",""for"",""official"",""and""]"
"sushushu/iOS10toSystemSetting","聊聊iOS 10更新以后跳转系统设置的几种方式","[]"
"hypery2k/nativescript-fabric","Handling App URLs in nativescript apps","[""nativescript"",""app"",""apps"",""in"",""nativescript-apps"",""urls"",""app-urls"",""handling""]"
"amap-demo/iOS-drive-route","iOS驾车路线规划（带实时路况）demo","[]"
"depoon/InjectibleLocationSpoofing","Location Spoofing codes for iOS Apps via Code Injection","[""ios"",""location"",""apps"",""code-injection"",""injection"",""for"",""code"",""spoofing"",""location-spoofing"",""codes""]"
"vladaverin24/ORBSwitch","Another custom iOS switch control.","[""ios"",""custom"",""switch"",""ios-switch""]"
"dotnet-ad/PagerViewController","Tabs at the top of the screen for Xamarin.iOS.","[""tabs"",""screen"",""for"",""the"",""top""]"
"eBardX/XestiMonitors","An extensible monitoring framework written in Swift","[""swift"",""monitoring"",""framework"",""in"",""an"",""extensible""]"
"Shade-Zepheri/Zypen","1/2 of Multiplexer for iOS 9/10","[""ios"",""for""]"
"zhangzhaopds/OpenCV_Demo","iOS中基于OpenCV的人脸识别","[]"
"Ricky-Choi/AppUIKit","iOS interface design for macOS app","[""ios"",""interface"",""macos"",""app"",""design"",""macos-app"",""for"",""interface-design""]"
"ppth0608/Triplan_ios","renew triplan project","[""project""]"
"xojo/XojoSpeed","XojoSpeed sample iOS app.","[""ios"",""sample""]"
"jatraiz/IBFree","A collection of projects demonstrating how to build iOS apps without using interface builder","[""ios"",""interface"",""interface-builder"",""build"",""builder"",""apps"",""projects"",""collection"",""to"",""using"",""a"",""how"",""how-to"",""build-ios"",""without""]"
"GTDistance/cordova-plugin-scan","cordova调用安卓和ios原生摄像头进行扫描二维码的功能","[]"
"cardoso/DIOCollectionView","Drag Items in and out of CollectionViews","[""drag"",""items"",""in"",""and""]"
"yangboz/shiny-guide","an intelligent big data healthcare application for tongue diagnosis aid.","[""application"",""healthcare"",""data"",""for"",""big-data"",""diagnosis"",""healthcare-application"",""an"",""intelligent"",""tongue-diagnosis"",""big""]"
"youngsoft/AutoLayout"," An powerful iOS UI framework implemented by Objective-C and Swift. It integrates the functions with Android layout,iOS AutoLayout, SizeClass, HTML CSS float and flexbox to build your App 自动布局 UIView UITableView UICollectionView 布局 屏幕 适配","[""objective-c"",""uitableview"",""html"",""ios"",""android"",""uiview"",""css"",""uicollectionview"",""build"",""flexbox"",""ui"",""app"",""framework"",""it"",""with"",""ios-ui"",""html-css"",""the"",""powerful"",""ui-framework"",""to"",""functions"",""float"",""and"",""an""]"
"kevindcw/DProgram_ios","做的一款小项目-编程宝典iOS版","[]"
"meliorence/react-native-render-html","iOS/Android pure javascript react-native component that renders your HTML into 100% native views","[""html"",""javascript"",""react-native"",""native"",""component"",""views"",""pure-javascript""]"
"649/Crash-iOS-Exploit","Repository dedicated to storing a multitude of iOS/macOS/OSX/watchOS crash bugs. Some samples need to be viewed as raw in order to see the Unicode. Please do not intentionally abuse these exploits.","[""crash"",""repository"",""samples"",""in"",""order"",""raw"",""the"",""as"",""to"",""a"",""not"",""some"",""do""]"
"nunogoncalves/iOS-MultiSelectionTable","Beautiful way of having a multi-selection table on iOS written in Swift","[""swift"",""ios"",""table"",""beautiful"",""in"",""on"",""a"",""multi-selection""]"
"dailymotion/dailymotion-swift-player-sdk-ios","Dailymotion Player SDK for iOS in Swift","[""swift"",""sdk"",""ios"",""player"",""for"",""in"",""dailymotion"",""player-sdk"",""dailymotion-player"",""sdk-for-ios""]"
"tcguo/ios-bsdiff","bsdiff and bspatch are libraries for build and applying patches to binary files. Apply binary diffs created using bsdiff to NSData objects with this handy category.","[""build"",""libraries"",""this"",""binary"",""nsdata"",""bspatch"",""for"",""objects"",""with"",""bsdiff"",""handy"",""to"",""using"",""and""]"
"ZCSDK/SobotKit","智齿iOS_SDK","[]"
"ibm-watson-iot/cvi-starter-obd-ios","iOS application demonstrating use of OBD2 device with IBM IoT Connected Vehicle Insights Starter Fleet Management","[""ios"",""device"",""iot"",""application"",""management"",""starter"",""obd2"",""with"",""vehicle"",""ios-application"",""ibm"",""connected-vehicle"",""insights""]"
"kudan-eu/KudanCV-iOS-Demo","KudanCV iOS Demo","[""ios"",""demo"",""ios-demo"",""kudancv""]"
"hlung/TKFormTextField","A thin UITextField subclass with floatable placeholder and secondary text underneath for subtitle or error messages.","[""text"",""uitextfield"",""subclass"",""placeholder"",""subtitle"",""for"",""with"",""error"",""a"",""and""]"
"treehouse-projects/ios-resources","Resource links for the iOS Techdegree","[""ios"",""links"",""resource"",""for"",""the""]"
"jiangchao829/IOS-entry-to-give-up","此工程当作我的平时知识总结吧 ^_^ （详情：Wiki）","[]"
"infobip/mobile-messaging-cordova-plugin","Mobile Messaging SDK plugin for Cordova projects","[""sdk"",""cordova"",""mobile"",""messaging"",""plugin"",""projects"",""for""]"
"smart-fun/TabStacker","Tab Stacker is an Android library that handles Multiple Fragment History (Back Stacks), like it is done on iOS Apps.","[""ios"",""android"",""fragment"",""android-library"",""library"",""tab"",""history"",""multiple"",""it"",""like"",""on"",""an""]"
"devxoul/RxReusable","Reusable cells and views for RxSwift","[""views"",""for"",""cells"",""and"",""rxswift"",""reusable""]"
"neobeppe/GTZoomableImageView","Simple and lightweight zoomable and pinchable UIImageView","[""uiimageview"",""simple"",""zoomable"",""lightweight"",""and""]"
"Niclas3/QuestionAndAnswer","about iOS ","[""ios"",""about""]"
"udfalkso/react-native-example-ios-keyboard","Basic example of using React Native to create a custom iOS Keyboard","[""keyboard"",""ios"",""react-native"",""native"",""basic"",""react"",""custom"",""example"",""to"",""using"",""a"",""create"",""ios-keyboard""]"
"amap-demo/iOS-traffic-transfer","公交换乘:在地图页面上，固定起点和终点，规划出公交路线，通过详情，进行列表的详情展示.","[]"
"jelenakrmar/customStickerApp","An example of a customized sticker pack for iMessage. This app is a part of the tutorial on iMessage sticker apps.","[""imessage"",""this"",""app"",""tutorial"",""example"",""for"",""customized"",""sticker"",""the"",""on"",""a"",""an"",""pack"",""sticker-pack"",""imessage-sticker""]"
"Kaakati/iOS-Objective-C-Library","A curated list of awesome iOS ecosystem, in Objective-C, Useful Objective-C Libraries for iOS.","[""objective-c"",""ios"",""list"",""libraries"",""awesome"",""for"",""in"",""curated"",""curated-list"",""a"",""awesome-ios""]"
"NowBI/Xamarin-Forms-Mobile-Template","A simple Xamarin Forms project with a pre-configured Visual Studio 2015 environment, View Templates, Themes, Observables and Reactive Properties, Dependency Injection via Autofac, Unit Tests via xUnit, and Crash Logging via HockeyApp to be used as a starting point for mobile projects deployed to Android and iOS.","[""android"",""logging"",""xamarin"",""view"",""crash"",""mobile"",""visual-studio"",""forms"",""dependency-injection"",""project"",""visual-studio-2015"",""hockeyapp"",""reactive"",""simple"",""tests"",""xamarin-forms"",""unit-tests"",""projects"",""injection"",""observables"",""for"",""dependency"",""point"",""with"",""studio"",""as"",""2015"",""visual"",""to"",""unit"",""a"",""and""]"
"WangZiXiao-ChenDu/react-native-screenshot-observer","iOS截屏手势捕获通知","[]"
"TobiasRoeddiger/RadarGraph","This is a open-source radar graph renderer UIView for Xamarin iOS.","[""xamarin"",""uiview"",""graph"",""open-source"",""this"",""radar"",""for"",""a"",""renderer""]"
"hasyapanchasara/UsingSwiftInObjectiveC","Using Swift In Objective C","[""objective-c"",""swift"",""c"",""in"",""using"",""objective""]"
"hardyZhi/HttpDNS","iOS中利用阿里云服务进行反运营商DNS拦截","[]"
"yinyanfr/ci","[Documents in Chinese only]一个填词工具，试图模仿ios上已有的软件","[""chinese"",""in""]"
"indiecastfm/react-native-audio-streamer","A react-native audio streaming module which works on both iOS & Android","[""ios"",""android"",""audio"",""react-native"",""module"",""audio-streaming"",""streaming"",""works"",""on"",""a""]"
"TimOliver/TORoundedTableView","A subclass of UITableView that styles it like Settings.app on iPad","[""uitableview"",""styles"",""ipad"",""subclass"",""it"",""like"",""on"",""a""]"
"getsentry/sentry-react-native","Official Sentry SDK for react-native","[""sdk"",""react-native"",""sentry"",""for"",""official""]"
"JastAir/Snackbar-iOS","Simple snackbar for ios from android platform","[""ios"",""android"",""snackbar"",""platform"",""simple"",""android-platform"",""for"",""from""]"
"Maru-zhang/Gank","A iOS Client of gank.io written in Swift4.0 and Build with RxSwift + Moya + MVVM.","[""ios"",""build"",""client"",""moya"",""with"",""in"",""a"",""and"",""rxswift"",""ios-client""]"
"devhubapp/devhub","TweetDeck for GitHub - Filter Issues, Activities & Notifications - Web, Mobile & Desktop with 99% code sharing between them","[""notifications"",""mobile"",""github"",""sharing"",""filter"",""desktop"",""for"",""code-sharing"",""with"",""activities"",""code""]"
"gdhGaoFei/MGPhotoCollectionView","A MGPhotoCollectionView view on iOS.","[""view"",""on"",""a""]"
"vladaverin24/ORBVisualTimer","Highly customizable timer view for iOS.","[""view"",""timer"",""customizable"",""for""]"
"FPTInformationSystem/Dropdown-Xamarin-iOS","A Material Design drop down for iOS written in C#.","[""material-design"",""ios"",""material"",""design"",""drop"",""for"",""in"",""down"",""drop-down"",""a""]"
"scenee/relax","A tiny release tool to support multi distribution(IPA) on iOS development.","[""ios"",""release"",""tool"",""support"",""multi"",""tiny"",""to"",""on"",""a""]"
"wangzhongyang00/DampScrollView","android 阻尼效果 图片下拉放大 仿IOS","[""android""]"
"SheldonWangRJT/iOS-Multi-Threading-Swift-Demo","This a demo of downloading image which explain how iOS handle multi-threading.","[""ios"",""image"",""this"",""demo"",""a"",""how"",""handle""]"
"Owl7/iOS-interface-Demo","interface","[""interface""]"
"amap-demo/iOS-assist-h5-location","辅助H5定位：通过定位SDK提供的单次定位接口获取单次定位结果，将定位结果打点在H5地图上。 实现了Objective－C（Swift）和JavaScript的相互调用","[]"
"hijamoya/iOS-swift3-boilerplate","This is a boilerplate for iOS swift3.","[""ios"",""this"",""boilerplate"",""for"",""a""]"
"helpcode/Imitation-Taobao-front-end","基于UI库SUI Mobile，模仿淘宝手机版写的前端H5页面！后期实际项目中将采用vuejs，webpack，node开发，附带可供内嵌在android，ios中使用！","[]"
"joelmarquez90/JMParallaxView","A drop-in solution for all your parallax problems","[""parallax"",""drop-in"",""for"",""problems"",""a"",""solution""]"
"nextcloud/ios","📱 Nextcloud iOS app","[""ios"",""app"",""ios-app"",""nextcloud""]"
"RequestLabs/maskito-ios","The iPhone App for iOS","[""iphone"",""ios"",""app"",""for"",""the"",""iphone-app""]"
"jobandtalent/CardStackController","iOS custom controller used in Jobandtalent app to present new view controllers as cards","[""ios"",""view"",""controller"",""app"",""custom"",""new"",""cards"",""in"",""as"",""to"",""present""]"
"mukeshthawani/FAQView","An easy to use FAQ view for iOS written in Swift","[""swift"",""ios"",""view"",""easy-to-use"",""easy"",""for"",""in"",""faq"",""to"",""an""]"
"appcelerator-developer-relations/ios-extensions-sample-sirikit","Sample app demonstrating how to use the iOS 10 framework SiriKit in your native Titanium app.","[""ios"",""native"",""titanium"",""sirikit"",""app"",""sample-app"",""framework"",""sample"",""in"",""the"",""to"",""how"",""how-to"",""10"",""ios-10""]"
"HistoryZhang/LazyScrollView","iOS 高性能异构滚动视图构建方案 —— LazyScrollView","[""ios"",""lazyscrollview""]"
"CodingSha/SPMathKit","Render math exercises for your view. Contains the rendering of mathematical formulas and mathematical graphics, as well as the general text","[""text"",""rendering"",""math"",""contains"",""render"",""for"",""exercises"",""the"",""as"",""and"",""mathematical-formulas""]"
