"nameWithOwner","description","tag"
"Hardtack/HTProgressHUD","Better indicator view for iOS","[""ios"",""view"",""indicator""]"
"shinnytech/shinny-futures-ios","一个开源的 ios 平台期货行情交易终端","[""ios""]"
"imlifengfeng/iOSBlogAndTools","iOS开发优秀博客和软件推荐","[]"
"johnnywjy/JYRadarChart","an iOS open source Radar Chart implementation","[""ios"",""open-source"",""implementation"",""chart""]"
"iwasrobbed/Objective-C-CheatSheet","A quick reference cheat sheet for common, high level topics in Objective-C.","[""reference""]"
"linkedin/swift-style-guide","LinkedIn's Official Swift Style Guide","[""swift"",""guide"",""style-guide"",""style""]"
"npctech/Tattle-UI-iOS","Tattle UI control library for IOS","[""ios"",""library"",""control"",""ui""]"
"mazurio/bodyweight-fitness-ios","Bodyweight Fitness (iOS)","[""bodyweight"",""fitness""]"
"MiEcosystem/ios-rn-sdk","Works with mijia ","[]"
"summertian4/iOS-ObjectiveC","用于存放博客中的 Demo 代码","[""demo""]"
"cine-io/cineio-broadcast-ios","The cine.io iOS Broadcast SDK","[""sdk"",""ios"",""broadcast""]"
"tonyguan/iOSBook14","关东升老师所著的《iOS开发指南》第4版代码。","[]"
"CodeTips/WeChatPlugin-iOS","For iOS. 防封号处理、一键远程控制、实时后台推送、自动抢红包、消息防撤回等功能~","[]"
"schmidyy/Loaf","🍞 A Swifty Framework for Easy iOS Toasts ","[""ios"",""framework"",""easy""]"
"jpsim/CardsAgainst","An iOS game for horrible people","[""ios"",""game""]"
"ko1o/PYSearch","🔍 An elegant search controller which replaces the UISearchController for iOS (iPhone & iPad) .","[""ios"",""uisearchcontroller"",""search"",""controller""]"
"tdscientist/ShelfView-iOS","iOS custom view to display books on shelf","[""ios"",""view"",""display"",""custom-view"",""shelf""]"
"gstf/libspatialite-ios","libspatialite compiled for iOS","[""ios""]"
"telerik/ios-sdk","Contains iOS controls SDK examples","[""sdk"",""ios"",""contains"",""controls""]"
"shaojiankui/iOS-WebView-JavaScript","iOS UIWebView,WKWebView 与html5 JavaScript的深度交互,iOS和安卓同时与html5 JavaScript的深度交互","[""ios""]"
"darkerk/v2ex","The unofficial V2EX app for iOS","[""ios"",""app"",""v2ex""]"
"EternallLight/cordova-plugin-openwith-ios","A modified version of the Cordova iOS Share extension (cordova-plugin-openwith) by Jean-Christophe Hoelt for iOS. Supports receiving shared URLs, text and images as well as sharing several images at once. ","[""ios"",""text"",""cordova"",""share"",""shared"",""sharing"",""version"",""share-extension"",""cordova-ios""]"
"roytang121/iOS-TwitterProfile","Twitter-like Profile viewController with easy to use API","[""api"",""viewcontroller"",""profile"",""easy""]"
"JazysYu/JZTableViewRowAction","Using UITableViewRowAction on iOS >= 5.0","[""ios"",""uitableviewrowaction""]"
"GnosisHub/GHContextMenu","Pinterest like context menu control for iOS","[""ios"",""menu"",""pinterest"",""control"",""context-menu""]"
"TransitApp/SVHTTPRequest","Simple REST client for iOS and Mac.","[""ios"",""rest"",""client""]"
"cwRichardKim/RKDropdownAlert","iOS / Objective C: an extremely simple UIAlertView alternative","[""ios"",""uialertview""]"
"mattlawer/MBSwitch","An iOS7 style UISwitch for iOS < 7","[""ios"",""ios7"",""uiswitch"",""style""]"
"jianpx/ios-cabin","my collection of ios utils.","[""ios""]"
"wujunyang/jiaModuleDemo","一个针对iOS模块化开发的解决方案(不断完善优化中)","[]"
"longsirhero/iOS-Extended-Knowledge","iOS开发知识","[]"
"mindbrix/UIImage-PDF","Simple UIImage PDF renderer category for iOS scalable assets","[""ios"",""uiimage"",""pdf"",""assets""]"
"tapptitude/TTFortuneWheel-iOS","Fortune spinning wheel that supports custom drawing. ","[""fortune"",""wheel"",""spinning""]"
"erichoracek/Motif","Lightweight and customizable stylesheets for iOS","[""ios"",""customizable"",""stylesheets""]"
"toursprung/iOS-Screenshot-Automator","Batch-creates screenshots for all iOS devices in every language you define, ready for immediate upload in iTunes Connect. Uses and integrates with UIAutomation from Apple. Also great for unit testing.","[""ios"",""itunes"",""upload"",""screenshots"",""language""]"
"udacity/ios-nd-gcd","Resources for Udacity's Grand Central Dispatch course.","[""grand-central-dispatch"",""resources"",""dispatch""]"
"Ramotion/adaptive-tab-bar",":octocat: AdaptiveController is a 'Progressive Reduction' Swift UI module for adding custom states to Native or Custom iOS UI elements. Swift UI component by @Ramotion","[""swift"",""ios"",""native"",""module"",""ui"",""component"",""ios-ui""]"
"londonappbrewery/Xylophone-iOS12","Xylophone Skeleton Project for iOS App Development Bootcamp","[""ios"",""project"",""app"",""development"",""skeleton"",""ios-app""]"
"ruby-china/ruby-china-ios","Ruby China iOS via Turbolinks","[""ios"",""ruby"",""ruby-china"",""turbolinks""]"
"qiniu/iOS-netdiag","Network Diagnosis for iOS","[""ios"",""network""]"
"janrain/jump.ios","Janrain iOS Mobile Libraries and Sample Code","[""ios"",""mobile"",""libraries"",""sample"",""code""]"
"CoThings-App/ios","CoThings's iOS application. CoThings is a realtime counter for shared things.","[""ios"",""shared"",""counter"",""realtime"",""realtime-counter""]"
"square/PonyDebugger","Remote network and data debugging for your native iOS app using Chrome Developer Tools","[""ios"",""native"",""debugging"",""app"",""chrome"",""network"",""developer"",""tools"",""developer-tools"",""ios-app""]"
"johnlui/AutoLayout","Auto Layout 秘境","[""layout""]"
"xxxAIRINxxx/MusicPlayerTransition","Custom interactive transition like Apple Music iOS App (iOS 9). written in Swift. ","[""ios"",""transition"",""apple-music"",""app"",""music"",""apple"",""ios-app""]"
"swordray/ruby-china-ios","Ruby China app for iOS","[""ios"",""ruby"",""app"",""ruby-china""]"
"strongloop-community/loopback-sdk-ios","iOS Client SDK for the LoopBack framework.","[""sdk"",""ios"",""client""]"
"podio/ios-view-frame-builder","A small library for semantic layout of UIViews.","[""layout"",""library""]"
"naoyashiga/Dunk","Dunk is Dribbble client.:basketball:","[""dribbble""]"
"nacho4d/ClockView","ClockView for iOS","[""ios""]"
"apollographql/frontpage-ios-app","📄 Apollo ""hello world"" app, for iOS","[""ios"",""apollo""]"
"kevindcw/DProgram_ios","做的一款小项目-编程宝典iOS版","[]"
"ChefZhang/iOS","iOS","[""ios""]"
"mixdesign/AAShareBubbles","Animated Social share buttons control for iOS","[""ios"",""share"",""control"",""social""]"
"Akateason/XTPaster","iOS Paster demo","[""ios"",""demo""]"
"krzysztofzablocki/Bootstrap","iOS project bootstrap aimed at high quality coding.","[""ios"",""project"",""quality""]"
"auth0-samples/auth0-ios-swift-sample","Auth0 Integration Samples for iOS Swift","[""swift"",""ios"",""integration"",""auth0"",""samples"",""ios-swift""]"
"ruslanskorb/RSDayFlow","iOS 7+ Calendar (Date Picker) with Infinite Scrolling.","[""ios"",""calendar""]"
"eface2face/iOSRTCApp","Google's AppRTC adapted to Cordova iOS with HTML5 and cordova-plugin-iosrtc","[""ios"",""cordova"",""apprtc"",""cordova-ios""]"
"Haneke/HanekeSwift","A lightweight generic cache for iOS written in Swift with extra love for images.","[""swift"",""ios"",""extra"",""cache""]"
"googlecast/CastHelloVideo-ios","This Hello Video demo application shows how an iOS sender application can cast a Video.  For simplicity this app is not fully compliant with the UX Checklist. ","[""ios"",""video"",""this"",""app"",""demo"",""ux""]"
"ccabanero/ios-unit-testing-patterns","Unit testing code snippets for various iOS development scenarios.","[""ios"",""testing"",""unit-testing"",""development"",""snippets"",""code""]"
"yisbug/iostore","极简的全局数据管理方案，基于 React Hooks API","[""api"",""hooks"",""react""]"
"manishkkatoch/SimpleTwoWayBindingIOS","An ultra light, ultra simple two way binding library for IOS and Swift.","[""ios"",""binding"",""two-way-binding"",""library""]"
"indragiek/CocoaMarkdown","Markdown parsing and rendering for iOS and OS X","[""parsing"",""ios"",""rendering"",""markdown""]"
"couchbaselabs/Grocery-Sync-iOS","The simplest Couchbase Lite demo app for iOS","[""ios"",""couchbase-lite"",""couchbase"",""app"",""demo"",""demo-app""]"
"nekocode/Emojix","Implementation of iOS style emoji on android.","[""ios"",""emoji"",""implementation"",""style""]"
"depthlove/FFmpeg-X264-Encode-for-iOS","利用FFmpeg+x264将iOS摄像头实时视频流编码为h264文件","[]"
"dfmuir/KINWebBrowser","A web browser module for your iOS apps.","[""ios"",""web"",""browser"",""module""]"
"mrmign/iOS-private-api-scanner","scan iOS private api","[""ios"",""api"",""private""]"
"hshpy/HPYZhiHuDaily","仿知乎日报 iOS app","[""ios"",""app"",""ios-app""]"
"vineetchoudhary/iOS-Universal-Links","Universal Links Demo Application (iOS + Web), iOS 9 users can tap a link to your website and get seamlessly redirected to your installed app without going through Safari. If your app isn’t installed, tapping a link to your website opens your website in Safari.","[""ios"",""get"",""universal"",""tap"",""app"",""demo""]"
"hailongz/vTeam","iOS framework","[""ios"",""framework""]"
"bartolsthoorn/NVDSP","iOS/OSX DSP for audio (with Novocaine)","[""audio"",""dsp""]"
"shaps80/Peek","All new design. Inspect your iOS application at runtime.","[""ios"",""new"",""inspect""]"
"shaps80/Peek","All new design. Inspect your iOS application at runtime.","[""ios"",""new"",""inspect""]"
"gwatts/pinfinder","Recovers the screen time or restrictions passcode on iOS devices from an iTunes backup (iOS 8-12 only!)","[""ios"",""itunes"",""time"",""screen"",""backup""]"
"draveness/DKChainableAnimationKit","A DSL to make animation easy on iOS with Swift.","[""ios"",""animation"",""easy""]"
"nonstriater/Olla4iOS","iOS framework","[""ios"",""framework""]"
"100mango/Celluloid","The Best Photo Extension APP on iOS.","[""photo"",""app""]"
"Aufree/Hodor","Simple solution to localize your iOS App.","[""ios""]"
"0xmachos/iOS-Security-Guides","Every iOS security guide ","[""ios"",""security"",""guide"",""ios-security""]"
"AndroidMsky/AndoirdIOSPicker","安卓仿ios风格时间选择器,日期选择器,自定义选择器","[]"
"freshOS/Router","🛣 Simple Navigation for iOS","[""ios"",""navigation""]"
"Boris-Em/BEMAnalogClock","iOS library to create elegant, interactive clocks.","[""ios"",""library""]"
"wuqiong/mp3lame-for-iOS","mp3lame-for-iOS framework build script,support armv7, armv7s, arm64 simulator:x86_64,i386 and bitcode","[""bitcode"",""arm64"",""build"",""framework""]"
"mdiep/MMMarkdown","An Objective-C framework for converting Markdown to HTML.","[""objective-c"",""framework"",""markdown""]"
"itruf/crackify","Protection for iOS apps from cracking","[""ios"",""apps""]"
"AhmettKeskin/InteractivePlayerView","Custom iOS music player view","[""ios"",""view"",""player"",""music-player"",""music""]"
"londonappbrewery/Clima-iOS12","Clima Skeleton Project for iOS App Development Bootcamp","[""ios"",""project"",""app"",""development"",""skeleton"",""ios-app""]"
"yahoo/squidb","SquiDB is a SQLite database library for Android and iOS","[""ios"",""android"",""sqlite"",""database"",""library"",""sqlite-database""]"
"waynezxcv/Gallop","A framework for build smooth asynchronous iOS APP.","[""ios"",""asynchronous"",""build"",""framework""]"
"jaykz52/CKCalendar","A sleek, easily customized calendar control for iOS.","[""calendar"",""control""]"
"MIT-Mobile/MIT-Mobile-for-iOS","The iPhone native portion of the MIT Mobile Framework","[""iphone"",""mobile"",""native"",""framework""]"
"naandonov-mm/iOS-10-Sampler","Code examples for the new features of iOS 10.","[""ios"",""code"",""new""]"
"liuyanhongwl/ios_common","iOS 的一些知识点","[""ios""]"
"macacajs/iosHookViewId","A solution for ios hook view id(给iOS应用自动生成控件id)","[""ios"",""view"",""hook""]"
"londonappbrewery/I-Am-Poor-iOS12","I Am Poor Skeleton Project for iOS App Development Bootcamp","[""ios"",""project"",""app"",""development"",""skeleton"",""ios-app""]"
"YUKAI/konashi-ios-sdk","konashi iOS SDK","[""sdk"",""ios"",""ios-sdk"",""konashi""]"
"indragiek/MarkdownTextView","Rich Markdown editing control for iOS","[""ios"",""control"",""markdown""]"
"petegoodliffe/PGMidi","PGMidi iOS MIDI library and example code","[""ios"",""midi"",""library"",""example"",""code""]"
"imwcl/WCLShineButton","This is a UI lib for iOS. Effects like shining.","[""this"",""lib"",""ui"",""effects""]"
"UnsafePointer/ios-swift-example","This is an iOS application example written in Swift using Alamofire networking library, Realm mobile database library and SwiftyJSON JSON parsing library.","[""json"",""swift"",""alamofire"",""parsing"",""ios"",""realm"",""mobile"",""database"",""networking"",""this"",""library"",""example""]"
"arn00s/cariocamenu","The fastest zero-tap iOS menu.","[""ios""]"
"Naituw/HackingFacebook","Kill Facebook for iOS's SSL Pinning","[""facebook"",""ssl"",""kill""]"
"softwarebrauerei/SobrCameraView-ios","A camera view for iOS with document edge detection like Scannable or InstaPDF","[""ios"",""camera"",""view"",""document"",""detection""]"
"andreamazz/SlideOutNavigation","SlideOut Navigation Controller for iOS.","[""navigation"",""controller"",""navigation-controller""]"
"LogentriesCommunity/le_ios","Logentries logger for iOS","[""ios"",""logger""]"
"amirdew/AMLoginSignup","Login/Signup ViewController for iOS","[""ios"",""viewcontroller""]"
"sergiandreplace/flutter_planets_tutorial","The Flutter Planets app tutorial with commits per lesson","[""flutter"",""app"",""tutorial""]"
"DaidoujiChen/Dai-Hentai","一個普通的看漫畫 App","[""app""]"
"istornz/iPokeGo","A native iOS client to map the Pokemon around you!","[""ios"",""native"",""client"",""map"",""pokemon""]"
"dreamwieber/AttributedMarkdown","Native Markdown Parsing to NSAttributedString on iOS","[""parsing"",""ios"",""native"",""nsattributedstring"",""markdown""]"
"nnhubbard/ZSSRichTextEditor","A beautiful rich text WYSIWYG editor for iOS with a syntax highlighted source view","[""ios"",""text"",""editor"",""view"",""syntax""]"
"pzhtpf/WordPress-Editor-iOS-Extension","WordPress-Editor-iOS-Extension 是从WordPress-Editor-iOS 的扩展，他支持“从相册中选择”，“拍照”，“插入网络图片”三种方式。并允许用户可以定制编辑器的工具栏。","[]"
"Rightpoint/ios-template","A `cookiecutter` template for iOS projects","[""ios"",""template""]"
"xinxibin/DouBan-iOS-","豆瓣iOS开源库列表 - 豆瓣iOS开源库列表，很多开源项目","[]"
"stripe/ios-dashboard-ui","UI components from the Stripe Dashboard iOS app          ","[""ios"",""components"",""app"",""ui"",""ios-app"",""stripe"",""ui-components""]"
"Ramotion/folding-cell",":octocat: 📃 FoldingCell is an expanding content cell with animation made by @Ramotion","[""animation"",""cell""]"
"MobDevGroup/iOSResources","Collect and classify iOS resources","[""ios"",""resources""]"
"iCepa/iCepa","iOS system-wide VPN based Tor client","[""ios"",""vpn"",""client"",""tor""]"
"IBM-Design/ios-animations","As you pull the code from this repository, get inspired by the IBM Design Language animation guidelines. Remember: thoughtfully applied animation should be straightforward, limited to the most important interactions on the screen and helping users in delightful ways as they interact.","[""animation"",""get"",""screen"",""this"",""design"",""language"",""code""]"
